DOCTNMBR,ACCDDATE,NTFYHOUR,COUNTY,MUNICIPALITY,MUNITYPE,ONHWYRP,ONHWYDIR,ONHWY,ONSTR,ATHWY,ATSTR,INTDIR,INTDIS,ACCDSVR,INJSVR,TOTFATL,TOTINJ,ACCDTYPE,MNRCOLL,ACCDLOC,HWYCLASS,CONSZONE,ALCFLAG,BIKEFLAG,CYCLFLAG,PEDFLAG,TOTVEH,LATDECDG,LONDECDG,geometry,index_right,STATEFP,COUNTYFP,TRACTCE,GEOID,GEOIDFQ,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,tract_id
C8L0CBQ6QM,11/22/2022,15,MILWAUKEE,CUDAHY,C,,,,E GRANGE AVE,,OBRIEN AVE,W,2,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,42.944564,-87.868467,POINT (-87.868467 42.944564),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LL4WFR3,2/23/2016,21,MILWAUKEE,CUDAHY,C,,,,E GRANGE AVE,,S BARLAND AVE,E,2,INJ,C,0,1,,SSS,N,U CITY,,,,,Y,1,42.9445578,-87.8695601,POINT (-87.8695601 42.9445578),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
C8L131BQ8Z,10/1/2019,15,MILWAUKEE,CUDAHY,C,,,,E GRANGE AVE,,S BARLAND AVE,W,1,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,42.944556,-87.870208,POINT (-87.870208 42.944556),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LKKLX6K,5/15/2012,20,MILWAUKEE,CUDAHY,C,,,,E GRANGE AVE,,S BUCKHORN AVE, ,0,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,42.9445788,-87.8649667,POINT (-87.8649667 42.9445788),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
C8L0CVRP4Z,8/15/2023,17,MILWAUKEE,CUDAHY,C,,,,E GRANGE AVE,,S ILINOIS AVE,E,10,INJ,C,0,1,PED,NO,PL,U CITY,,,,,Y,1,42.94456,-87.873052,POINT (-87.873052 42.94456),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LL2C4V1,7/21/2015,9,MILWAUKEE,CUDAHY,C,,,,E GRANGE AVE,,S ILLINOIS AVE,E,2,INJ,B,0,1,,ANGL,N,U CITY,,,,,Y,1,42.9445579,-87.8748919,POINT (-87.8748919 42.9445579),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LKH0DXS,12/22/2013,11,MILWAUKEE,CUDAHY,C,,,,E HOLMES AVE,,S PACKARD AVE,E,2,INJ,C,0,1,PED,NO,N,U CITY,,,,,Y,1,42.9536387,-87.8597511,POINT (-87.8597511 42.9536387),241.0,55,079,180200,55079180200,1400000US55079180200,1802,Census Tract 1802,G5020,S,1136517.0,0.0,+42.9546545,-087.8550699,180200
LL2BDN3,10/4/2015,17,MILWAUKEE,CUDAHY,C,,,,E LAYTON AVE,,S KINGAN AVE, ,0,INJ,C,0,1,,ANGL,I,U CITY,,,,,Y,1,42.9591154,-87.8627841,POINT (-87.8627841 42.9591154),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LKZWSVB,4/21/2014,20,MILWAUKEE,CUDAHY,C,,,,E LAYTON AVE,,S SWIFT AVE,W,6,INJ,B,0,1,PED,REAR,N,U CITY,,,,,Y,1,42.9591516,-87.8565353,POINT (-87.8565353 42.9591516),241.0,55,079,180200,55079180200,1400000US55079180200,1802,Census Tract 1802,G5020,S,1136517.0,0.0,+42.9546545,-087.8550699,180200
C8L0CBQ6NL,12/26/2020,17,MILWAUKEE,CUDAHY,C,,,,E MARTIN AVE,,PRIVATE PROPERTY,,0,INJ,A,0,2,OBNFX,NO,N,U CITY,,,,,Y,1,42.952793,-87.854118,POINT (-87.854118 42.952793),241.0,55,079,180200,55079180200,1400000US55079180200,1802,Census Tract 1802,G5020,S,1136517.0,0.0,+42.9546545,-087.8550699,180200
8925596,8/11/2009,2,MILWAUKEE,CUDAHY,C,,,,E PULASKI AVE,,S PACKARD AVE,E,1,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,42.9509305,-87.8599328,POINT (-87.8599328 42.9509305),241.0,55,079,180200,55079180200,1400000US55079180200,1802,Census Tract 1802,G5020,S,1136517.0,0.0,+42.9546545,-087.8550699,180200
C8L0ZT1TJQ,9/6/2021,13,MILWAUKEE,CUDAHY,C,,,,E PULASKI AVE,,S PACKARD AVE,E,2,INJ,B,0,1,PED,NO,N,U CITY,,Y,,,Y,1,42.950983,-87.859615,POINT (-87.859615 42.950983),241.0,55,079,180200,55079180200,1400000US55079180200,1802,Census Tract 1802,G5020,S,1136517.0,0.0,+42.9546545,-087.8550699,180200
LKNFCJ1,7/4/2014,19,MILWAUKEE,CUDAHY,C,,,,E SQUIRE AVE,,S HATELY AVE,W,2,INJ,C,0,1,PED,ANGL,N,U CITY,,,,,Y,1,42.9581806,-87.8531351,POINT (-87.8531351 42.9581806),241.0,55,079,180200,55079180200,1400000US55079180200,1802,Census Tract 1802,G5020,S,1136517.0,0.0,+42.9546545,-087.8550699,180200
8922070,10/17/2009,21,MILWAUKEE,CUDAHY,C,,,,E VAN NORMAN AVE,,S KINNICKINNIC AVE, ,0,INJ,B,0,1,,SSS,N,U CITY,,,,,Y,1,42.962691,-87.8669573,POINT (-87.8669573 42.962691),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LKH0DVB,1/10/2013,7,MILWAUKEE,CUDAHY,C,,,,LAYTON AVE E,,S SWIFT AVE, ,0,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,42.9591599,-87.8552908,POINT (-87.8552908 42.9591599),241.0,55,079,180200,55079180200,1400000US55079180200,1802,Census Tract 1802,G5020,S,1136517.0,0.0,+42.9546545,-087.8550699,180200
C8L0CHNC6V,9/11/2023,13,MILWAUKEE,CUDAHY,C,,,,PARKING LOT,32,S LAKE DR,,0,INJ,B,0,1,OBNFX,RTR,PL,U CITY,,,,,Y,1,42.936977,-87.850814,POINT (-87.850814 42.936977),243.0,55,079,180400,55079180400,1400000US55079180400,1804,Census Tract 1804,G5020,S,1667353.0,0.0,+42.9370899,-087.8563332,180400
C8L0B00002,1/13/2022,18,MILWAUKEE,CUDAHY,C,,,,PARKING LOT,,INTERNATIONAL DR,,0,INJ,C,0,1,PED,NO,PL,U CITY,,,,,Y,1,42.951747,-87.88176,POINT (-87.88176 42.951747),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
C8L132KRC6,10/11/2019,8,MILWAUKEE,CUDAHY,C,,,,PRIVATE PROPERTY,,S SWIFT AVE,,0,INJ,C,0,1,PED,NO,PP,U CITY,,,,,Y,1,0.0,0.0,POINT (0 0),,,,,,,,,,,,,,,
C8L0ZV8VN8,3/1/2019,15,MILWAUKEE,CUDAHY,C,,,,S BARLAND AVE,,E GRANGE AVE,N,3,INJ,B,0,1,PED,SSS,N,U CITY,,,,,Y,1,42.945049,-87.869995,POINT (-87.869995 42.945049),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
C8L09JDKRQ,9/26/2020,14,MILWAUKEE,CUDAHY,C,,,,S KINGAN AVE,,E PLANKINTON AVE,S,3,INJ,B,0,1,,ANGL,N,U CITY,,,,,Y,1,42.959602,-87.862695,POINT (-87.862695 42.959602),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LL4SGV1,8/8/2015,17,MILWAUKEE,CUDAHY,C,,,,S KIRKWOOD AVE,,E PLANKINTON AVE,S,1,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,42.9598348,-87.8577807,POINT (-87.8577807 42.9598348),241.0,55,079,180200,55079180200,1400000US55079180200,1802,Census Tract 1802,G5020,S,1136517.0,0.0,+42.9546545,-087.8550699,180200
LKKGGVN,10/15/2011,13,MILWAUKEE,CUDAHY,C,,,,S KIRKWOOD AVE,,E SQUIRE AVE, ,0,INJ,B,0,1,PED,HEAD,I,U CITY,,,,,Y,1,42.958185,-87.8577547,POINT (-87.8577547 42.958185),241.0,55,079,180200,55079180200,1400000US55079180200,1802,Census Tract 1802,G5020,S,1136517.0,0.0,+42.9546545,-087.8550699,180200
LKH0DRM,9/6/2011,9,MILWAUKEE,CUDAHY,C,,,,S NEW YORK AVE,,E HENRY AVE,S,1,INJ,B,0,1,,NO,N,U CITY,,,,,Y,1,42.9362188,-87.8778682,POINT (-87.8778682 42.9362188),244.0,55,079,180500,55079180500,1400000US55079180500,1805,Census Tract 1805,G5020,S,3122817.0,0.0,+42.9372598,-087.8747122,180500
C8L0CR2KT5,11/22/2021,16,MILWAUKEE,CUDAHY,C,,,,S NICHOLSON AVE,,E ADAMS AVE,N,8,INJ,A,0,1,,NO,PP,U CITY,,,,,Y,1,42.946879,-87.873634,POINT (-87.873634 42.946879),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
A317181,4/15/2010,15,MILWAUKEE,CUDAHY,C,,,,S NICHOLSON AVE,,E HOLMES AVE, ,0,INJ,A,0,1,PED,NO,I,U CITY,,,,,Y,1,42.9538444,-87.8707559,POINT (-87.8707559 42.9538444),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LKHH749,2/6/2012,17,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,32,COLLEGE AVE E,N,10,INJ,B,0,1,PED,ANGL,N,U CITY,,,,,Y,1,42.9315704,-87.8609701,POINT (-87.8609701 42.9315704),243.0,55,079,180400,55079180400,1400000US55079180400,1804,Census Tract 1804,G5020,S,1667353.0,0.0,+42.9370899,-087.8563332,180400
A317136,4/13/2010,8,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,Y,E LAYTON AVE, ,0,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,42.9591275,-87.8601615,POINT (-87.8601615 42.9591275),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LL2C4W3,8/5/2016,21,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,Y,LAYTON AVE E, ,0,INJ,C,0,2,PED,NO,I,U CITY,,,,,Y,1,42.9591275,-87.8601615,POINT (-87.8601615 42.9591275),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LKHH739,10/13/2011,16,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E BARNARD AVE, ,0,INJ,B,0,1,PED,ANGL,I,U CITY,,,,,Y,1,42.9572524,-87.8601818,POINT (-87.8601818 42.9572524),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LKKGGWM,11/30/2013,20,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E BARNARD AVE, ,0,INJ,B,0,1,PED,HEAD,I,U CITY,,,,,Y,1,42.9572524,-87.8601818,POINT (-87.8601818 42.9572524),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LKH1W6F,11/19/2012,17,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E BARNARD AVE, ,0,INJ,C,0,1,,NO,I,U CITY,,,,,Y,1,42.9572524,-87.8601818,POINT (-87.8601818 42.9572524),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LKH0DR5,6/17/2011,18,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E BARNARD AVE,N,2,INJ,B,0,1,,NO,N,U CITY,,,,,Y,1,42.9575206,-87.8601839,POINT (-87.8601839 42.9575206),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
C8L1368VP8,9/15/2018,17,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E BARNARD AVE,,0,PD,,0,0,PED,NO,I,U CITY,,,,,Y,1,42.957333,-87.860065,POINT (-87.860065 42.957333),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LKH0DSF,1/7/2012,15,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E BIRCHWOOD AVE, ,0,INJ,A,0,1,PED,NO,I,U CITY,,,,,Y,1,42.9397992,-87.8601663,POINT (-87.8601663 42.9397992),243.0,55,079,180400,55079180400,1400000US55079180400,1804,Census Tract 1804,G5020,S,1667353.0,0.0,+42.9370899,-087.8563332,180400
C8L137HWT7,3/7/2019,15,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E BOTTSFORD AVE,S,3,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,42.964023,-87.860054,POINT (-87.860054 42.964023),279.0,55,079,180100,55079180100,1400000US55079180100,1801,Census Tract 1801,G5020,S,2602387.0,1884511.0,+42.9457649,-087.8469696,180100
C8L0ZFXHP8,11/1/2019,8,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E KIMBERLY AVE,S,2,INJ,B,0,1,,NO,N,U CITY,,,,,Y,1,0.0,0.0,POINT (0 0),,,,,,,,,,,,,,,
LKH1W7V,9/19/2013,20,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E KIMBERLY AVE,S,10,INJ,A,0,1,,NO,N,U CITY,,,,,Y,2,42.932009,-87.8609689,POINT (-87.8609689 42.932009),243.0,55,079,180400,55079180400,1400000US55079180400,1804,Census Tract 1804,G5020,S,1667353.0,0.0,+42.9370899,-087.8563332,180400
C8L0CF68VW,6/28/2022,16,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E MORRIS AVE,S,6,INJ,B,0,2,PK VEH,ANGL,N,U CITY,,,,,Y,2,42.947546,-87.859984,POINT (-87.859984 42.947546),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LKN286D,2/20/2014,17,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E RAMSEY AVE, ,0,INJ,C,0,1,PED,NO,I,U CITY,,,,,Y,1,42.9374381,-87.8605816,POINT (-87.8605816 42.9374381),243.0,55,079,180400,55079180400,1400000US55079180400,1804,Census Tract 1804,G5020,S,1667353.0,0.0,+42.9370899,-087.8563332,180400
LKZXK3D,12/1/2014,8,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E RAMSEY AVE,N,1,INJ,C,0,1,,NO,I,U CITY,,,,,Y,1,42.9375924,-87.860555,POINT (-87.860555 42.9375924),243.0,55,079,180400,55079180400,1400000US55079180400,1804,Census Tract 1804,G5020,S,1667353.0,0.0,+42.9370899,-087.8563332,180400
LL01HZL,4/18/2014,15,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E SOMERS AVE, ,0,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,42.9545643,-87.8601611,POINT (-87.8601611 42.9545643),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LKH0DNJ,12/16/2010,21,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E SQUIRE AVE, ,0,FAT,K,1,0,PED,NO,I,U CITY,,Y,,,Y,1,42.9581886,-87.860189,POINT (-87.860189 42.9581886),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
C8L0CR2KT9,12/8/2021,13,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,E SQUIRE AVE,S,1,INJ,A,0,1,PED,NO,N,U CITY,,,,,Y,1,42.958034,-87.860048,POINT (-87.860048 42.958034),241.0,55,079,180200,55079180200,1400000US55079180200,1802,Census Tract 1802,G5020,S,1136517.0,0.0,+42.9546545,-087.8550699,180200
C8L12XVN0T,5/18/2018,22,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,LADISH AVE,N,3,INJ,A,0,1,PED,NO,N,U CITY,,Y,,,Y,1,42.943645,-87.860044,POINT (-87.860044 42.943645),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
C8L0CS9LVX,7/2/2021,14,MILWAUKEE,CUDAHY,C,,,,S PACKARD AVE,,S SOMERS AVE,S,1,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,42.954605,-87.860044,POINT (-87.860044 42.954605),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
8567513,1/8/2009,17,MILWAUKEE,CUDAHY,C,,,,S PENNSYLVANIA AVE,32,E COLLEGE AVE,N,10,INJ,A,0,1,PED,NO,N,U CITY,,,,,Y,1,42.9809599,-87.8796406,POINT (-87.8796406 42.9809599),64.0,55,079,020800,55079020800,1400000US55079020800,208,Census Tract 208,G5020,S,899314.0,211873.0,+42.9855605,-087.8765247,020800
LKN4GXH,11/18/2014,14,MILWAUKEE,CUDAHY,C,,,,S PENNSYLVANIA AVEVENUE,,E LAYTON AVE,S,1,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,42.95897,-87.879792,POINT (-87.879792 42.95897),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LL2R0F2,12/8/2015,15,MILWAUKEE,CUDAHY,C,,,,S SWIFT AVE,,E IONA TERR, ,0,INJ,B,0,1,PED,ANGL,I,U CITY,,,,,Y,1,42.939378,-87.855155,POINT (-87.855155 42.939378),243.0,55,079,180400,55079180400,1400000US55079180400,1804,Census Tract 1804,G5020,S,1667353.0,0.0,+42.9370899,-087.8563332,180400
C8L0CHNC4D,8/11/2021,18,MILWAUKEE,CUDAHY,C,,,,S WHITNALL AVE,,S NICHOLSON AVE,S,9,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,42.954247,-87.869408,POINT (-87.869408 42.954247),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
C8L0CVRP4H,2/27/2023,8,MILWAUKEE,CUDAHY,C,,,,SWEET APPLEWOOD LN,Y,LAYTON AVE E,S,1,INJ,B,0,1,PED,NO,N,U CITY,,,,,Y,1,42.958996,-87.865834,POINT (-87.865834 42.958996),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
LKN4H0H,7/7/2015,0,MILWAUKEE,CUDAHY,C,,,,SWEET APPLEWOOD LN,,E BARNARD AVE,S,1,INJ,B,0,1,PED,SSS,N,U CITY,,Y,,,Y,1,42.957549,-87.8657038,POINT (-87.8657038 42.957549),242.0,55,079,180300,55079180300,1400000US55079180300,1803,Census Tract 1803,G5020,S,3835491.0,0.0,+42.9519009,-087.8700704,180300
GFL0NNZM4F,12/13/2022,15,MILWAUKEE,FOX POINT,V,,,W,PORT WASHINGTON RD,,BERGEN DR,S,9,PD,O,0,0,,REAR,I,U CITY,,,,,Y,2,43.175439,-87.912717,POINT (-87.912717 43.175439),58.0,55,079,035200,55079035200,1400000US55079035200,352,Census Tract 352,G5020,S,3864657.0,0.0,+43.1601185,-087.9070732,035200
A262680,2/14/2011,11,MILWAUKEE,FOX POINT,V,,,,BRADLEY RD,,POPLAR DR, ,0,INJ,A,0,1,PED,ANGL,I,U CITY,,,,,Y,1,43.1620892,-87.8998834,POINT (-87.8998834 43.1620892),291.0,55,079,035100,55079035100,1400000US55079035100,351,Census Tract 351,G5020,S,3542651.0,2117208.0,+43.1525663,-087.8943433,035100
GFL0NQ6N1N,9/10/2021,9,MILWAUKEE,FOX POINT,V,,,,FOX LN,,GRAYLOG LN,W,2,INJ,B,0,1,PED,HEAD,N,U CITY,,,,,Y,1,43.165202,-87.892696,POINT (-87.892696 43.165202),291.0,55,079,035100,55079035100,1400000US55079035100,351,Census Tract 351,G5020,S,3542651.0,2117208.0,+43.1525663,-087.8943433,035100
GFL0NQ6N1W,7/7/2023,11,MILWAUKEE,FOX POINT,V,,,,LINKS CIR,32,LAKE DR,,0,INJ,C,0,1,PED,ANGL,I,U CITY,,,,,Y,1,43.159039,-87.896772,POINT (-87.896772 43.159039),291.0,55,079,035100,55079035100,1400000US55079035100,351,Census Tract 351,G5020,S,3542651.0,2117208.0,+43.1525663,-087.8943433,035100
P5NR0F1,9/16/2012,9,MILWAUKEE,FOX POINT,V,,,,N POINT DR,,REGENT RD,S,3,INJ,C,0,1,PED,RTR,N,U CITY,,,,,Y,1,43.1756087,-87.9047266,POINT (-87.9047266 43.1756087),58.0,55,079,035200,55079035200,1400000US55079035200,352,Census Tract 352,G5020,S,3864657.0,0.0,+43.1601185,-087.9070732,035200
GFL043FP72,11/16/2022,13,MILWAUKEE,FOX POINT,V,,,,PARKING LOT,W,PORT WASHINGTON RD,,0,INJ,C,0,1,PED,NO,PL,U CITY,,,,,Y,1,43.175798,-87.914494,POINT (-87.914494 43.175798),58.0,55,079,035200,55079035200,1400000US55079035200,352,Census Tract 352,G5020,S,3864657.0,0.0,+43.1601185,-087.9070732,035200
P5NT74F,10/8/2014,17,MILWAUKEE,FOX POINT,V,,,,PORT WASHINGTON RD,,DEAN RD, ,0,INJ,B,0,1,PED,NO,I,U CITY,,,,,Y,1,43.1694859,-87.911936,POINT (-87.911936 43.1694859),58.0,55,079,035200,55079035200,1400000US55079035200,352,Census Tract 352,G5020,S,3864657.0,0.0,+43.1601185,-087.9070732,035200
P5NR0MF,4/22/2014,17,MILWAUKEE,FOX POINT,V,,,,SANTA MONICA BLVD,,SCHOOL RD,N,2,INJ,A,0,1,PED,NO,N,U CITY,,,,,Y,1,43.1333787,-87.9063096,POINT (-87.9063096 43.1333787),291.0,55,079,035100,55079035100,1400000US55079035100,351,Census Tract 351,G5020,S,3542651.0,2117208.0,+43.1525663,-087.8943433,035100
A093852,3/5/2009,13,MILWAUKEE,FRANKLIN,C,36.0,N,36,LOOMIS RD,,, ,0,INJ,B,0,1,PED,NO,N,U STH,,,,,Y,1,42.8943303,-88.0325643,POINT (-88.0325643 42.8943303),8.0,55,079,150303,55079150303,1400000US55079150303,1503.03,Census Tract 1503.03,G5020,S,6650914.0,0.0,+42.8896083,-088.0231245,150303
A457306,1/15/2011,18,MILWAUKEE,FRANKLIN,C,36.0,S,36,W LOOMIS RD,,W DREXEL AVE, ,0,INJ,B,0,1,PED,NO,I,U STH,,,,,Y,1,42.9020867,-88.027937,POINT (-88.027937 42.9020867),8.0,55,079,150303,55079150303,1400000US55079150303,1503.03,Census Tract 1503.03,G5020,S,6650914.0,0.0,+42.8896083,-088.0231245,150303
A457483,10/19/2010,22,MILWAUKEE,FRANKLIN,C,45.0,S,36,W LOOMIS RD,,W RYAN RD, ,0,INJ,B,0,1,PED,NO,I,U STH,,Y,,,Y,1,42.8726307,-88.0584986,POINT (-88.0584986 42.8726307),226.0,55,079,150301,55079150301,1400000US55079150301,1503.01,Census Tract 1503.01,G5020,S,15950122.0,51679.0,+42.8883569,-088.0530459,150301
A166048,5/31/2012,15,MILWAUKEE,FRANKLIN,C,100.0,S,100,W RYAN RD,241,S 27TH ST, ,0,INJ,C,0,1,OBNFX,NO,I,U STH,Y,,,,Y,1,42.8726629,-87.9512678,POINT (-87.9512678 42.8726629),2.0,55,079,160206,55079160206,1400000US55079160206,1602.06,Census Tract 1602.06,G5020,S,1884280.0,0.0,+42.8798932,-087.9439579,160206
A238016,6/1/2013,19,MILWAUKEE,FRANKLIN,C,241.0,N,241,,,W SYCAMORE ST,S,10,INJ,B,0,1,PED,NO,N,U STH,,,,,Y,1,42.9222048,-87.9496982,POINT (-87.9496982 42.9222048),0.0,55,079,160102,55079160102,1400000US55079160102,1601.02,Census Tract 1601.02,G5020,S,12030739.0,0.0,+42.9167686,-087.9232031,160102
A166031,8/1/2012,18,MILWAUKEE,FRANKLIN,C,241.0,S,241,S 27TH ST,100,W RYAN RD, ,0,INJ,C,0,1,,NO,I,U STH,,,,,Y,1,42.8726629,-87.9512678,POINT (-87.9512678 42.8726629),2.0,55,079,160206,55079160206,1400000US55079160206,1602.06,Census Tract 1602.06,G5020,S,1884280.0,0.0,+42.8798932,-087.9439579,160206
1NL0KSK15V,10/8/2017,2,MILWAUKEE,FRANKLIN,C,241.0,S,241,,,W SOUTHLAND DR,,0,FAT,K,1,0,PED,NO,I,U STH,,Y,,,Y,1,42.881434,-87.951028,POINT (-87.951028 42.881434),2.0,55,079,160206,55079160206,1400000US55079160206,1602.06,Census Tract 1602.06,G5020,S,1884280.0,0.0,+42.8798932,-087.9439579,160206
A136163,9/16/2012,2,MILWAUKEE,FRANKLIN,C,241.0,S,241,S 27TH ST,,W SOUTHLAND DR, ,1,INJ,B,0,1,PED,NO,I,U STH,,Y,,,Y,1,42.8813946,-87.9510302,POINT (-87.9510302 42.8813946),2.0,55,079,160206,55079160206,1400000US55079160206,1602.06,Census Tract 1602.06,G5020,S,1884280.0,0.0,+42.8798932,-087.9439579,160206
A322944,5/10/2010,12,MILWAUKEE,FRANKLIN,C,241.0,S,241,S 27TH ST,,W PUETZ RD,N,40,INJ,A,0,2,PK VEH,NO,N,U STH,,,,,Y,2,42.895996,-87.9505763,POINT (-87.9505763 42.895996),5.0,55,079,160203,55079160203,1400000US55079160203,1602.03,Census Tract 1602.03,G5020,S,9056598.0,0.0,+42.8940285,-087.9163886,160203
A156084,5/28/2013,6,MILWAUKEE,FRANKLIN,C,241.0,S,241,S 27TH ST,ZZ,W COLLEGE AVE, ,1,INJ,A,0,1,PED,NO,I,U STH,,,,,Y,1,42.9303751,-87.9493764,POINT (-87.9493764 42.9303751),296.0,55,079,021700,55079021700,1400000US55079021700,217,Census Tract 217,G5020,S,12788916.0,0.0,+42.9405473,-087.9131084,021700
A172056,1/11/2016,8,MILWAUKEE,FRANKLIN,C,241.0,S,241,S 27TH ST,,W COLLEGE AVE,S,0,INJ,C,0,1,PED,NO,I,U STH,Y,,,,Y,1,42.9303751,-87.9493764,POINT (-87.9493764 42.9303751),296.0,55,079,021700,55079021700,1400000US55079021700,217,Census Tract 217,G5020,S,12788916.0,0.0,+42.9405473,-087.9131084,021700
